geneID,num_UJC,num_UJC_flag_analyzable,num_UJC_unbiased,num_UJC_F_limited,num_UJC_M_limited,num_UJC_F_bias,num_UJC_M_bias,flag_F_readCnt0,flag_M_readCnt0,F_total_readCnt,M_total_readCnt,flag_gene_expressed_readCnt10
FBgn0025390,73,4,4,0,0,0,0,1,1,896,951,1
FBgn0025391,37,2,2,0,0,0,0,1,1,140,145,1
FBgn0025393,24,2,2,0,0,0,0,1,1,199,250,1
FBgn0025394,221,9,8,0,0,1,0,1,1,2119,2290,1
FBgn0025454,825,13,13,0,0,0,0,1,1,27020,33014,1
FBgn0025455,109,3,3,0,0,0,0,1,1,1344,1599,1
FBgn0025456,272,9,8,0,0,1,0,1,1,5109,4154,1
FBgn0025457,20,2,2,0,0,0,0,1,1,605,669,1
FBgn0025463,55,3,3,0,0,0,0,1,1,1359,1042,1
FBgn0025469,88,4,3,0,0,0,1,1,1,859,980,1
FBgn0025519,106,5,5,0,0,0,0,1,1,446,485,1
FBgn0025525,21,3,2,0,0,0,1,1,1,248,389,1
FBgn0025549,166,6,6,0,0,0,0,1,1,2792,3633,1
FBgn0025558,11,2,1,0,0,0,1,1,1,1817,2372,1
FBgn0025571,51,3,3,0,0,0,0,1,1,285,278,1
FBgn0025573,3,0,0,0,0,0,0,1,1,1,8,0
FBgn0025574,287,9,9,0,0,0,0,1,1,1608,1689,1
FBgn0025582,180,4,2,0,0,2,0,1,1,5450,4835,1
FBgn0025583,650,34,23,0,0,11,0,1,1,88233,70734,1
FBgn0025592,289,10,7,0,0,3,0,1,1,5862,4203,1
FBgn0025595,643,19,16,0,0,3,0,1,1,6099,5042,1
FBgn0025608,124,3,3,0,0,0,0,1,1,3411,3827,1
FBgn0025613,3,0,0,0,0,0,0,1,1,8,5,1
FBgn0025615,55,5,4,0,0,1,0,1,1,2037,2197,1
FBgn0025616,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0025620,107,5,3,0,0,2,0,1,1,2897,2109,1
FBgn0025621,41,1,1,0,0,0,0,1,1,1490,1817,1
FBgn0025624,112,4,4,0,0,0,0,1,1,2668,3128,1
FBgn0025625,83,4,4,0,0,0,0,1,1,838,1017,1
FBgn0025626,30,3,3,0,0,0,0,1,1,392,449,1
FBgn0025627,5,0,0,0,0,0,0,1,1,13,17,1
FBgn0025628,111,5,5,0,0,0,0,1,1,1635,2054,1
FBgn0025629,58,4,4,0,0,0,0,1,1,833,600,1
FBgn0025630,30,1,1,0,0,0,0,1,1,419,438,1
FBgn0025631,61,3,3,0,0,0,0,1,1,670,732,1
FBgn0025632,62,1,1,0,0,0,0,1,1,171,222,1
FBgn0025633,126,6,6,0,0,0,0,1,1,677,814,1
FBgn0025634,32,2,2,0,0,0,0,1,1,421,634,1
FBgn0025635,19,2,2,0,0,0,0,1,1,233,205,1
FBgn0025637,218,6,3,0,0,3,0,1,1,32854,29327,1
FBgn0025638,300,13,11,0,0,2,0,1,1,10722,10228,1
FBgn0025639,104,5,4,0,0,1,0,1,1,1146,1281,1
FBgn0025640,130,6,4,0,0,2,0,1,1,2477,1889,1
FBgn0025641,100,2,2,0,0,0,0,1,1,581,801,1
FBgn0025642,6,0,0,0,0,0,0,1,1,6,10,1
FBgn0025643,158,5,5,0,0,0,0,1,1,1683,1620,1
FBgn0025674,131,4,4,0,0,0,0,1,1,1487,1766,1
FBgn0025676,111,6,6,0,0,0,0,1,1,361,370,1
FBgn0025678,50,2,0,0,0,2,0,1,1,2743,1593,1
FBgn0025680,510,10,10,0,0,0,0,1,1,12907,13354,1
FBgn0025681,117,8,7,0,0,1,0,1,1,1479,1646,1
FBgn0025682,75,2,2,0,0,0,0,1,1,2676,2851,1
FBgn0025684,67,3,3,0,0,0,0,1,1,527,682,1
FBgn0025686,3,1,0,0,0,0,0,1,1,34,29,1
FBgn0025692,20,3,3,0,0,0,0,1,1,249,169,1
FBgn0025693,234,8,8,0,0,0,0,1,1,1146,1018,1
FBgn0025697,167,7,5,0,0,2,0,1,1,3042,2599,1
FBgn0025700,166,4,2,0,0,2,0,1,1,8932,5463,1
FBgn0025702,156,4,4,0,0,0,0,1,1,556,670,1
FBgn0025709,46,1,1,0,0,0,0,1,1,80,189,1
FBgn0025712,138,6,5,0,0,0,1,1,1,2409,3418,1
FBgn0025716,67,3,3,0,0,0,0,1,1,1548,1636,1
FBgn0025720,535,15,13,0,0,2,0,1,1,2059,1870,1
FBgn0025724,123,5,3,0,0,2,0,1,1,3058,3044,1
FBgn0025725,104,3,3,0,0,0,0,1,1,3351,3363,1
FBgn0025726,719,24,21,0,0,0,3,1,1,5320,8193,1
FBgn0025739,1,0,0,0,0,0,0,1,1,9,12,1
FBgn0025740,107,7,7,0,0,0,0,1,1,776,1004,1
FBgn0025741,284,13,12,0,0,0,1,1,1,1466,1875,1
FBgn0025742,34,2,2,0,0,0,0,1,1,725,779,1
FBgn0025743,33,3,1,0,0,0,2,1,1,452,747,1
FBgn0025776,1,0,0,0,0,0,0,1,1,4,1,0
FBgn0025777,208,9,9,0,0,0,0,1,1,1731,2028,1
FBgn0025781,29,2,2,0,0,0,0,1,1,96,69,1
FBgn0025790,266,10,10,0,0,0,0,1,1,1146,1613,1
FBgn0025800,92,2,2,0,0,0,0,1,1,2664,2928,1
FBgn0025802,72,4,3,0,0,0,1,1,1,323,580,1
FBgn0025807,101,6,4,0,0,2,0,1,1,815,741,1
FBgn0025808,38,2,1,0,0,1,0,1,1,148,126,1
FBgn0025809,24,4,3,0,0,0,1,1,1,604,940,1
FBgn0025814,234,5,5,0,0,0,0,1,1,15734,17076,1
FBgn0025815,6,1,0,0,0,0,1,1,1,87,151,1
FBgn0025820,37,3,3,0,0,0,0,1,1,1246,1443,1
FBgn0025825,47,3,3,0,0,0,0,1,1,612,656,1
FBgn0025827,149,5,4,0,0,0,1,1,1,9276,10224,1
FBgn0025830,29,3,3,0,0,0,0,1,1,207,170,1
FBgn0025832,10,2,2,0,0,0,0,1,1,113,89,1
FBgn0025833,12,0,0,0,0,0,0,1,1,17,25,1
FBgn0025835,11,0,0,0,0,0,0,1,1,17,14,1
FBgn0025836,260,12,12,0,0,0,0,1,1,777,821,1
FBgn0025838,2,0,0,0,0,0,0,1,1,11,3,1
FBgn0025839,178,6,6,0,0,0,0,1,1,8968,11260,1
FBgn0025864,184,7,7,0,0,0,0,1,1,1117,1419,1
FBgn0025865,56,5,5,0,0,0,0,1,1,659,853,1
FBgn0025866,84,4,3,0,0,0,1,1,1,1067,1219,1
FBgn0025874,28,2,2,0,0,0,0,1,1,159,166,1
FBgn0025878,119,5,4,0,0,0,1,1,1,1205,1639,1
FBgn0025879,277,7,5,0,0,0,2,1,1,5216,6071,1
FBgn0025881,5,0,0,0,0,0,0,1,1,20,7,1
FBgn0025882,1,0,0,0,0,0,0,1,0,6,0,0
FBgn0025885,420,7,7,0,0,0,0,1,1,9646,10253,1
FBgn0025936,511,14,14,0,0,0,0,1,1,1896,2512,1
FBgn0026015,27,3,3,0,0,0,0,1,1,2281,3278,1
FBgn0026056,147,8,7,0,0,0,1,1,1,2726,3320,1
FBgn0026058,6,0,0,0,0,0,0,1,1,6,16,1
FBgn0026059,380,16,16,0,0,0,0,1,1,2518,2843,1
FBgn0026060,36,2,2,0,0,0,0,1,1,159,114,1
FBgn0026061,323,6,5,0,0,0,1,1,1,19283,24352,1
FBgn0026063,3,1,0,0,0,0,0,1,1,33,51,1
FBgn0026076,216,9,7,0,0,0,2,1,1,2019,2575,1
FBgn0026077,144,9,8,0,0,0,1,1,1,853,1134,1
FBgn0026079,80,5,4,0,0,0,1,1,1,1045,1530,1
FBgn0026080,92,7,7,0,0,0,0,1,1,585,610,1
FBgn0026083,150,7,7,0,0,0,0,1,1,3316,3841,1
FBgn0026084,206,4,3,0,0,0,1,1,1,3224,4269,1
FBgn0026085,9,1,0,0,0,0,1,1,1,25,94,1
FBgn0026086,203,7,7,0,0,0,0,1,1,1070,1549,1
FBgn0026088,166,8,7,0,0,0,1,1,1,8386,9664,1
FBgn0026089,67,3,3,0,0,0,0,1,1,3911,4171,1
FBgn0026090,150,5,5,0,0,0,0,1,1,3193,3226,1
FBgn0026141,2,0,0,0,0,0,0,0,1,0,12,1
FBgn0026143,10,2,2,0,0,0,0,1,1,273,335,1
FBgn0026144,4,1,1,0,0,0,0,1,1,75,33,1
FBgn0026147,233,7,5,0,0,0,2,1,1,632,894,1
FBgn0026148,70,5,4,0,0,0,1,1,1,669,916,1
FBgn0026149,55,3,2,0,0,0,1,1,1,263,442,1
FBgn0026150,22,2,2,0,0,0,0,1,1,442,508,1
FBgn0026160,293,9,9,0,0,0,0,1,1,8431,11310,1
FBgn0026169,5,0,0,0,0,0,0,1,1,12,3,1
FBgn0026174,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0026175,2,0,0,0,0,0,0,0,1,0,7,0
FBgn0026176,12,2,2,0,0,0,0,1,1,153,180,1
FBgn0026179,141,8,8,0,0,0,0,1,1,1067,1622,1
FBgn0026181,147,6,6,0,0,0,0,1,1,727,744,1
FBgn0026189,226,7,5,0,0,1,1,1,1,882,1125,1
FBgn0026190,12,1,0,0,0,0,0,1,1,63,76,1
FBgn0026192,82,3,3,0,0,0,0,1,1,1223,1682,1
FBgn0026196,45,3,1,0,0,2,0,1,1,2201,1004,1
FBgn0026197,3727,22,19,0,0,0,3,1,1,900851,1344751,1
FBgn0026199,206,9,8,0,0,0,1,1,1,1639,1885,1
FBgn0026206,543,13,13,0,0,0,0,1,1,5975,9246,1
FBgn0026207,11,1,1,0,0,0,0,1,1,336,425,1
FBgn0026238,353,12,12,0,0,0,0,1,1,2807,3469,1
FBgn0026239,40,2,2,0,0,0,0,1,1,250,309,1
FBgn0026250,707,14,13,0,0,1,0,1,1,23301,22154,1
FBgn0026252,186,8,7,0,0,1,0,1,1,1656,1411,1
FBgn0026255,68,3,3,0,0,0,0,1,1,150,250,1
FBgn0026257,39,2,2,0,0,0,0,1,1,120,142,1
FBgn0026259,181,12,11,0,0,0,1,1,1,3716,4628,1
FBgn0026261,72,5,4,0,0,1,0,1,1,1318,1110,1
FBgn0026262,300,14,10,0,0,1,3,1,1,5468,7269,1
FBgn0026263,17,3,3,0,0,0,0,1,1,106,149,1
FBgn0026268,361,12,9,0,0,3,0,1,1,22558,17475,1
FBgn0026309,16,2,2,0,0,0,0,1,1,358,449,1
FBgn0026313,167,6,5,0,0,1,0,1,1,693,563,1
FBgn0026314,231,6,5,0,0,0,1,1,1,14022,19796,1
FBgn0026315,11,2,2,0,0,0,0,1,1,751,802,1
FBgn0026316,62,1,1,0,0,0,0,1,1,3387,3880,1
FBgn0026317,64,6,6,0,0,0,0,1,1,565,606,1
FBgn0026319,15,2,2,0,0,0,0,1,1,132,168,1
FBgn0026320,1,0,0,0,0,0,0,0,1,0,10,1
FBgn0026323,144,7,7,0,0,0,0,1,1,977,979,1
FBgn0026324,23,1,1,0,0,0,0,1,1,3508,3850,1
FBgn0026326,50,4,4,0,0,0,0,1,1,347,423,1
FBgn0026361,4,1,0,0,0,0,0,1,1,43,17,1
FBgn0026369,157,8,7,0,0,0,1,1,1,941,1001,1
FBgn0026371,42,1,1,0,0,0,0,1,1,433,530,1
FBgn0026372,1001,20,14,0,0,6,0,1,1,50207,30513,1
FBgn0026373,18,2,2,0,0,0,0,1,1,886,773,1
FBgn0026374,169,11,9,0,0,2,0,1,1,810,771,1
FBgn0026375,508,7,7,0,0,0,0,1,1,1876,2691,1
FBgn0026376,75,5,4,0,0,0,1,1,1,984,1245,1
FBgn0026378,29,3,2,0,0,0,1,1,1,371,482,1
FBgn0026379,268,8,7,0,0,1,0,1,1,839,776,1
FBgn0026380,50,1,1,0,0,0,0,1,1,6068,6177,1
FBgn0026385,7,0,0,0,0,0,0,1,1,3,20,1
FBgn0026386,9,0,0,0,0,0,0,1,1,8,29,1
FBgn0026388,13,1,0,0,0,0,0,1,1,24,78,1
FBgn0026389,1,0,0,0,0,0,0,0,1,0,3,0
FBgn0026390,4,1,0,0,0,0,0,1,1,18,52,1
FBgn0026391,1,0,0,0,0,0,0,1,0,10,0,1
FBgn0026393,33,4,4,0,0,0,0,1,1,169,198,1
FBgn0026396,3,0,0,0,0,0,0,0,1,0,7,0
FBgn0026397,3,0,0,0,0,0,0,1,1,1,10,1
FBgn0026398,12,0,0,0,0,0,0,1,1,12,42,1
FBgn0026399,21,2,1,0,0,0,1,1,1,121,205,1
FBgn0026400,39,2,2,0,0,0,0,1,1,1462,1448,1
FBgn0026401,548,20,19,0,0,1,0,1,1,2273,2959,1
FBgn0026402,45,5,5,0,0,0,0,1,1,435,515,1
FBgn0026403,117,9,3,0,0,6,0,1,1,1111,161,1
FBgn0026404,29,2,2,0,0,0,0,1,1,219,196,1
FBgn0026409,1106,16,16,0,0,0,0,1,1,49838,52501,1
FBgn0026411,57,3,2,0,0,0,1,1,1,584,1013,1
FBgn0026415,1322,21,11,0,0,9,1,1,1,54065,44817,1
FBgn0026417,28,2,2,0,0,0,0,1,1,230,223,1
FBgn0026418,250,11,11,0,0,0,0,1,1,2914,2798,1
FBgn0026427,76,4,3,0,0,0,1,1,1,710,968,1
FBgn0026428,228,14,14,0,0,0,0,1,1,4017,4074,1
FBgn0026430,60,4,3,0,0,1,0,1,1,320,347,1
FBgn0026431,103,6,6,0,0,0,0,1,1,324,481,1
FBgn0026432,21,3,3,0,0,0,0,1,1,110,225,1
FBgn0026433,54,5,5,0,0,0,0,1,1,304,413,1
FBgn0026438,454,13,12,0,0,0,1,1,1,5229,7520,1
FBgn0026439,1052,13,13,0,0,0,0,1,1,10310,10018,1
FBgn0026441,34,2,1,0,0,0,1,1,1,413,568,1
FBgn0026479,178,8,8,0,0,0,0,1,1,1853,2045,1
FBgn0026533,403,13,12,0,0,1,0,1,1,2065,2180,1
FBgn0026562,477,17,15,0,0,1,1,1,1,18308,16466,1
FBgn0026563,18,1,0,0,0,1,0,1,1,238,82,1
FBgn0026565,85,5,0,0,0,5,0,1,1,2617,793,1
FBgn0026566,88,2,2,0,0,0,0,1,1,3201,3292,1
FBgn0026570,28,4,4,0,0,0,0,1,1,1145,833,1
FBgn0026573,46,5,5,0,0,0,0,1,1,561,787,1
FBgn0026575,106,3,3,0,0,0,0,1,1,1493,1850,1
FBgn0026576,110,3,3,0,0,0,0,1,1,5402,4177,1
FBgn0026577,115,7,6,0,0,0,1,1,1,1276,1724,1
FBgn0026582,4,2,2,0,0,0,0,1,1,170,211,1
FBgn0026592,708,14,12,0,0,0,2,1,1,22836,35471,1
FBgn0026593,48,2,0,0,0,2,0,1,1,3591,2393,1
FBgn0026597,65,4,4,0,0,0,0,1,1,511,725,1
FBgn0026598,32,3,2,0,0,1,0,1,1,138,142,1
FBgn0026602,34,2,1,0,0,0,1,1,1,432,564,1
FBgn0026616,75,7,6,0,0,0,1,1,1,857,1235,1
FBgn0026619,241,6,5,0,0,0,1,1,1,1690,2071,1
FBgn0026620,536,17,16,0,0,0,1,1,1,3986,5505,1
FBgn0026630,127,6,5,0,0,1,0,1,1,1978,1845,1
FBgn0026634,71,6,6,0,0,0,0,1,1,554,611,1
FBgn0026666,242,9,9,0,0,0,0,1,1,3190,3368,1
FBgn0026679,18,2,2,0,0,0,0,1,1,237,375,1
FBgn0026702,64,3,2,0,0,0,1,1,1,207,354,1
FBgn0026713,22,4,3,0,0,0,1,1,1,178,263,1
FBgn0026718,61,3,2,0,0,1,0,1,1,1130,897,1
FBgn0026721,321,7,2,0,0,5,0,1,1,11448,7946,1
FBgn0026722,51,4,4,0,0,0,0,1,1,473,596,1
FBgn0026737,51,5,5,0,0,0,0,1,1,930,972,1
FBgn0026738,67,4,4,0,0,0,0,1,1,630,740,1
FBgn0026741,83,3,2,0,0,1,0,1,1,2685,2768,1
FBgn0026751,64,6,6,0,0,0,0,1,1,263,425,1
FBgn0026754,3,0,0,0,0,0,0,1,1,19,9,1
FBgn0026755,19,2,1,0,0,0,1,1,1,128,547,1
FBgn0026756,30,2,1,1,0,1,0,1,1,295,19,1
FBgn0026760,17,2,2,0,0,0,0,1,1,67,98,1
FBgn0026761,137,6,5,0,0,1,0,1,1,3500,3701,1
FBgn0026777,339,8,8,0,0,0,0,1,1,3236,3612,1
FBgn0026778,19,2,2,0,0,0,0,1,1,142,182,1
FBgn0026787,73,4,4,0,0,0,0,1,1,694,999,1
FBgn0026869,156,9,8,0,0,0,1,1,1,1912,2407,1
FBgn0026872,243,8,6,0,0,1,1,1,1,2493,3203,1
FBgn0026873,75,4,4,0,0,0,0,1,1,1346,1416,1
FBgn0026874,2,0,0,0,0,0,0,1,1,5,18,1
FBgn0026876,7,2,0,0,0,0,0,1,1,32,74,1
FBgn0026878,33,3,2,0,0,1,0,1,1,1377,871,1
FBgn0026879,85,6,2,0,0,4,0,1,1,12018,9831,1
FBgn0027052,225,7,7,0,0,0,0,1,1,2058,2673,1
FBgn0027053,61,5,5,0,0,0,0,1,1,1080,1129,1
FBgn0027054,191,7,6,0,0,1,0,1,1,2346,2433,1
FBgn0027055,194,9,9,0,0,0,0,1,1,805,864,1
FBgn0027057,43,2,2,0,0,0,0,1,1,1328,1494,1
FBgn0027066,542,17,14,0,0,0,3,1,1,3477,4339,1
FBgn0027070,100,6,6,0,0,0,0,1,1,1785,1875,1
FBgn0027073,234,7,3,0,0,4,0,1,1,5790,4252,1
FBgn0027074,67,4,4,0,0,0,0,1,1,359,348,1
FBgn0027079,101,6,6,0,0,0,0,1,1,861,843,1
FBgn0027080,96,4,3,0,0,1,0,1,1,1923,1484,1
FBgn0027081,109,7,6,0,0,0,1,1,1,2223,2215,1
FBgn0027082,21,4,4,0,0,0,0,1,1,325,421,1
FBgn0027083,47,5,5,0,0,0,0,1,1,297,332,1
FBgn0027084,128,6,4,0,0,2,0,1,1,1882,2143,1
FBgn0027085,33,4,3,0,0,0,1,1,1,290,409,1
FBgn0027086,86,6,5,0,0,1,0,1,1,847,654,1
FBgn0027087,179,7,4,0,0,2,1,1,1,2578,2331,1
FBgn0027088,42,2,2,0,0,0,0,1,1,2318,2013,1
FBgn0027090,32,2,1,0,0,1,0,1,1,2135,1932,1
FBgn0027091,59,5,4,0,0,1,0,1,1,504,405,1
FBgn0027093,43,4,2,0,0,2,0,1,1,1265,934,1
FBgn0027094,26,3,3,0,0,0,0,1,1,1072,788,1
FBgn0027095,305,11,9,0,0,2,0,1,1,5095,3927,1
FBgn0027101,249,10,10,0,0,0,0,1,1,1566,1963,1
FBgn0027106,8,0,0,0,0,0,0,1,1,30,9,1
FBgn0027108,212,5,5,0,0,0,0,1,1,7498,7716,1
FBgn0027109,79,4,4,0,0,0,0,1,1,3464,4412,1
FBgn0027111,685,20,16,0,0,0,4,1,1,6650,10516,1
FBgn0027259,16,2,1,0,0,0,1,1,1,130,273,1
FBgn0027279,532,13,9,0,0,4,0,1,1,3060,2230,1
FBgn0027280,214,8,8,0,0,0,0,1,1,2234,2703,1
FBgn0027287,87,8,7,0,0,0,1,1,1,1055,1350,1
FBgn0027291,608,12,12,0,0,0,0,1,1,9257,10829,1
FBgn0027296,57,4,4,0,0,0,0,1,1,1083,1067,1
FBgn0027329,53,2,2,0,0,0,0,1,1,1886,1798,1
FBgn0027330,54,4,4,0,0,0,0,1,1,594,654,1
FBgn0027334,27,1,1,0,0,0,0,1,1,617,651,1
FBgn0027335,171,12,12,0,0,0,0,1,1,7094,7142,1
FBgn0027338,556,13,11,0,0,2,0,1,1,8467,7812,1
FBgn0027339,484,18,15,0,0,0,3,1,1,6665,9870,1
FBgn0027342,27,3,2,0,0,1,0,1,1,262,233,1
FBgn0027343,8,2,2,0,0,0,0,1,1,175,142,1
FBgn0027348,407,6,2,0,0,4,0,1,1,27396,17570,1
FBgn0027356,451,13,9,0,0,0,4,1,1,1912,3076,1
FBgn0027358,39,5,5,0,0,0,0,1,1,468,621,1
FBgn0027359,120,2,1,0,0,1,0,1,1,4010,3887,1
FBgn0027360,239,13,9,0,0,4,0,1,1,9124,8017,1
FBgn0027363,167,5,5,0,0,0,0,1,1,1835,1960,1
FBgn0027364,7,2,0,0,0,0,0,1,1,64,69,1
FBgn0027375,106,6,6,0,0,0,0,1,1,641,802,1
FBgn0027376,79,3,0,0,0,3,0,1,1,1835,430,1
FBgn0027378,64,5,4,0,0,1,0,1,1,729,894,1
FBgn0027453,95,3,3,0,0,0,0,1,1,1549,1907,1
FBgn0027490,9,2,2,0,0,0,0,1,1,100,124,1
FBgn0027491,268,6,4,0,0,0,2,1,1,2635,3780,1
FBgn0027492,431,16,16,0,0,0,0,1,1,5914,8725,1
FBgn0027493,253,5,3,0,0,2,0,1,1,6317,4646,1
FBgn0027494,3,0,0,0,0,0,0,1,1,11,22,1
FBgn0027495,42,3,3,0,0,0,0,1,1,378,391,1
FBgn0027496,44,2,0,0,0,2,0,1,1,3228,2682,1
FBgn0027497,74,2,2,0,0,0,0,1,1,851,1098,1
FBgn0027498,30,2,2,0,0,0,0,1,1,622,635,1
FBgn0027499,95,5,4,0,0,0,1,1,1,1166,1772,1
FBgn0027500,32,2,1,0,0,1,0,1,1,77,70,1
FBgn0027503,29,3,3,0,0,0,0,1,1,286,290,1
FBgn0027504,49,3,3,0,0,0,0,1,1,751,965,1
FBgn0027505,52,4,4,0,0,0,0,1,1,269,303,1
FBgn0027506,301,8,3,0,0,5,0,1,1,3292,1502,1
FBgn0027507,75,2,2,0,0,0,0,1,1,3543,4551,1
FBgn0027508,71,4,3,0,0,0,1,1,1,574,754,1
FBgn0027509,30,5,5,0,0,0,0,1,1,274,339,1
FBgn0027512,97,5,5,0,0,0,0,1,1,398,561,1
FBgn0027513,13,2,0,0,0,0,0,1,1,60,83,1
FBgn0027514,29,3,3,0,0,0,0,1,1,158,218,1
FBgn0027515,160,9,8,0,0,0,1,1,1,1203,1361,1
FBgn0027518,136,5,5,0,0,0,0,1,1,611,552,1
FBgn0027521,7,1,1,0,0,0,0,1,1,399,355,1
FBgn0027524,90,7,6,0,0,1,0,1,1,1003,971,1
FBgn0027525,154,4,3,0,0,1,0,1,1,9014,9258,1
FBgn0027526,54,3,3,0,0,0,0,1,1,674,905,1
FBgn0027528,115,8,8,0,0,0,0,1,1,708,790,1
FBgn0027529,290,11,10,0,0,0,1,1,1,1541,1770,1
FBgn0027532,80,6,5,0,0,0,1,1,1,652,769,1
FBgn0027535,75,2,1,0,0,1,0,1,1,783,706,1
FBgn0027537,26,4,4,0,0,0,0,1,1,341,375,1
FBgn0027538,142,9,8,0,0,0,1,1,1,999,1060,1
FBgn0027539,100,5,5,0,0,0,0,1,1,307,441,1
FBgn0027544,88,4,3,0,0,1,0,1,1,1385,1097,1
FBgn0027546,24,3,3,0,0,0,0,1,1,330,362,1
FBgn0027547,345,10,8,0,0,2,0,1,1,13777,13910,1
FBgn0027548,122,6,6,0,0,0,0,1,1,792,843,1
FBgn0027549,154,8,8,0,0,0,0,1,1,1320,1602,1
FBgn0027550,244,8,7,0,0,1,0,1,1,2550,2462,1
FBgn0027552,1251,24,19,0,0,5,0,1,1,26418,21141,1
FBgn0027553,19,3,3,0,0,0,0,1,1,213,212,1
FBgn0027554,236,5,5,0,0,0,0,1,1,3297,3620,1
FBgn0027556,139,9,9,0,0,0,0,1,1,1285,1834,1
FBgn0027558,43,3,3,0,0,0,0,1,1,351,319,1
FBgn0027560,977,19,12,0,0,7,0,1,1,35536,23044,1
FBgn0027561,135,4,4,0,0,0,0,1,1,1265,1472,1
FBgn0027562,428,11,10,0,0,0,1,1,1,4595,6481,1
FBgn0027563,79,4,4,0,0,0,0,1,1,1825,1585,1
FBgn0027564,76,4,3,0,0,0,1,1,1,982,1343,1
FBgn0027565,147,7,6,0,0,0,1,1,1,917,1161,1
FBgn0027567,335,15,13,0,0,0,2,1,1,3164,3715,1
FBgn0027568,124,6,5,0,0,1,0,1,1,794,780,1
FBgn0027569,65,5,5,0,0,0,0,1,1,484,493,1
FBgn0027570,303,12,11,0,0,1,0,1,1,1714,2085,1
FBgn0027572,423,8,7,0,0,1,0,1,1,4545,4398,1
FBgn0027574,55,4,4,0,0,0,0,1,1,295,388,1
FBgn0027575,260,7,6,0,0,0,1,1,1,759,1225,1
FBgn0027578,261,3,3,0,0,0,0,1,1,11414,9908,1
FBgn0027579,545,14,10,0,0,3,1,1,1,8434,6061,1
FBgn0027580,612,14,9,0,0,5,0,1,1,10375,8503,1
FBgn0027581,869,15,14,0,0,0,1,1,1,2281,2783,1
FBgn0027582,169,8,8,0,0,0,0,1,1,2808,3038,1
FBgn0027583,152,7,6,0,0,0,1,1,1,1522,1751,1
FBgn0027584,411,10,9,0,0,1,0,1,1,6952,5949,1
FBgn0027585,101,9,9,0,0,0,0,1,1,1585,1665,1
FBgn0027586,1005,27,26,0,0,1,0,1,1,38984,42742,1
FBgn0027587,136,6,5,0,0,0,1,1,1,530,647,1
FBgn0027588,402,9,7,0,0,1,1,1,1,11000,11426,1
FBgn0027589,63,4,4,0,0,0,0,1,1,249,359,1
FBgn0027590,940,21,20,0,0,0,1,1,1,70422,66611,1
FBgn0027592,85,3,2,0,0,0,1,1,1,286,394,1
FBgn0027594,200,5,3,0,0,1,1,1,1,742,852,1
FBgn0027596,416,15,12,0,0,2,1,1,1,3052,3699,1
FBgn0027597,15,1,1,0,0,0,0,1,1,642,828,1
FBgn0027598,286,8,6,0,0,0,2,1,1,14539,18365,1
FBgn0027599,30,2,2,0,0,0,0,1,1,785,970,1
FBgn0027600,14,1,1,0,0,0,0,1,1,44,90,1
FBgn0027601,303,7,2,0,0,1,4,1,1,3858,6292,1
FBgn0027602,18,1,1,0,0,0,0,1,1,68,73,1
FBgn0027603,54,6,5,0,0,1,0,1,1,409,542,1
FBgn0027607,145,5,5,0,0,0,0,1,1,1771,1890,1
FBgn0027608,413,9,8,0,0,0,1,1,1,2504,3882,1
FBgn0027609,25,2,2,0,0,0,0,1,1,635,771,1
FBgn0027610,218,5,3,0,0,2,0,1,1,5344,4287,1
FBgn0027611,759,16,14,0,0,2,0,1,1,14299,13232,1
FBgn0027615,24,3,2,0,0,1,0,1,1,628,534,1
FBgn0027616,27,1,1,0,0,0,0,1,1,822,1059,1
FBgn0027617,46,3,3,0,0,0,0,1,1,308,318,1
FBgn0027619,364,9,9,0,0,0,0,1,1,6653,5595,1
FBgn0027620,53,6,6,0,0,0,0,1,1,420,631,1
FBgn0027621,406,9,7,0,0,1,1,1,1,10156,8281,1
FBgn0027654,516,17,15,0,0,0,2,1,1,6986,11580,1
FBgn0027655,183,6,6,0,0,0,0,1,1,6486,8211,1
FBgn0027657,1156,31,16,0,0,15,0,1,1,37770,25461,1
FBgn0027660,53,3,3,0,0,0,0,1,1,426,597,1
FBgn0027779,507,11,11,0,0,0,0,1,1,4445,4984,1
FBgn0027780,55,2,2,0,0,0,0,1,1,179,203,1
FBgn0027783,26,1,1,0,0,0,0,1,1,197,254,1
FBgn0027784,14,2,2,0,0,0,0,1,1,485,582,1
FBgn0027785,81,1,1,0,0,0,0,1,1,12989,13768,1
FBgn0027786,352,13,12,0,0,0,1,1,1,3117,3205,1
FBgn0027788,3,0,0,0,0,0,0,1,1,4,21,1
FBgn0027790,362,11,10,0,0,0,1,1,1,5130,5806,1
FBgn0027791,9,2,2,0,0,0,0,1,1,303,225,1
FBgn0027793,1,1,0,0,0,0,0,1,1,13,72,1
FBgn0027794,20,2,2,0,0,0,0,1,1,399,426,1
FBgn0027795,12,1,1,0,0,0,0,1,1,58,88,1
FBgn0027835,402,10,6,0,0,4,0,1,1,3747,2807,1
FBgn0027836,53,3,3,0,0,0,0,1,1,338,379,1
FBgn0027841,22,2,2,0,0,0,0,1,1,195,237,1
FBgn0027843,341,6,6,0,0,0,0,1,1,4570,5187,1
